"ID_CIDERH","TEMP_MEDIA_RBE","Anio","Mes","Dia"
"M_022_A_II",3.6382690429687727,1986,4,8
"M_022_A_II",3.881105041503929,1986,4,9
"M_022_A_II",2.771119689941429,1986,4,10
"M_022_A_II",3.1776062011718977,1986,4,11
"M_022_A_II",1.3157821655273665,1986,4,12
"M_022_A_II",0.09156188964846035,1986,4,13
"M_022_A_II",-1.1574005126952898,1986,4,14
"M_022_A_II",0.42348632812502274,1986,4,15
"M_022_A_II",1.272523498535179,1986,4,16
"M_022_A_II",-1.010450744628883,1986,4,17
"M_022_A_II",-1.966703796386696,1986,4,18
"M_022_A_II",-2.2860626220702898,1986,4,19
"M_022_A_II",-2.1531585693359148,1986,4,20
"M_022_A_II",0.27042541503908524,1986,4,21
"M_022_A_II",3.8550354003906477,1986,4,22
"M_022_A_II",0.026536560058616487,1986,4,23
"M_022_A_II",-1.7763885498046643,1986,4,24
"M_022_A_II",-2.4936355590820085,1986,4,25
"M_022_A_II",-1.733580017089821,1986,4,26
"M_022_A_II",0.034425354003928765,1986,4,27
"M_022_A_II",0.18399200439455388,1986,4,28
"M_022_A_II",-1.1432250976562273,1986,4,29
"M_022_A_II",0.5595336914062725,1986,4,30
"M_022_A_II",1.5096984863281475,1986,5,1
"M_022_A_II",1.7593322753906477,1986,5,2
"M_022_A_II",1.466157531738304,1986,5,3
"M_022_A_II",-0.5949539184570085,1986,5,4
"M_022_A_II",-3.265013122558571,1986,5,5
"M_022_A_II",-2.9083465576171648,1986,5,6
"M_022_A_II",-4.221952819824196,1986,5,7
"M_022_A_II",-6.236029052734352,1986,5,8
"M_022_A_II",-6.824919128417946,1986,5,9
"M_022_A_II",-6.064329528808571,1986,5,10
"M_022_A_II",-5.324072265624977,1986,5,11
"M_022_A_II",-5.860166931152321,1986,5,12
"M_022_A_II",-6.552465820312477,1986,5,13
"M_022_A_II",-2.512754821777321,1986,5,14
"M_022_A_II",-1.5839523315429462,1986,5,15
"M_022_A_II",-2.2996353149413835,1986,5,16
"M_022_A_II",-3.2897399902343523,1986,5,17
"M_022_A_II",-2.503202819824196,1986,5,18
"M_022_A_II",-5.3809036254882585,1986,5,19
"M_022_A_II",-3.8682006835937273,1986,5,20
"M_022_A_II",-1.6647094726562268,1986,5,21
"M_022_A_II",-2.122373962402321,1986,5,22
"M_022_A_II",-3.2919982910156023,1986,5,23
"M_022_A_II",-6.1296829223632585,1986,5,24
"M_022_A_II",-4.631170654296852,1986,5,25
"M_022_A_II",-3.254728698730446,1986,5,26
"M_022_A_II",-3.739286804199196,1986,5,27
"M_022_A_II",-4.677694702148415,1986,5,28
"M_022_A_II",-7.480894470214821,1986,5,29
"M_022_A_II",-6.591810607910133,1986,5,30
"M_022_A_II",-4.835356140136696,1986,5,31
"M_022_A_II",-3.8004440307616956,1986,6,1
"M_022_A_II",-3.9859146118163835,1986,6,2
"M_022_A_II",-6.13738098144529,1986,6,3
"M_022_A_II",-6.2353958129882585,1986,6,4
"M_022_A_II",-7.06847229003904,1986,6,5
"M_022_A_II",-6.294226074218727,1986,6,6
"M_022_A_II",-6.9659866333007585,1986,6,7
"M_022_A_II",-7.4438919067382585,1986,6,8
"M_022_A_II",-7.385336303710914,1986,6,9
"M_022_A_II",-5.07195129394529,1986,6,10
"M_022_A_II",-4.562223815917946,1986,6,11
"M_022_A_II",-4.870268249511696,1986,6,12
"M_022_A_II",-4.644445800781227,1986,6,13
"M_022_A_II",-5.3809341430663835,1986,6,14
"M_022_A_II",-4.687628173828102,1986,6,15
"M_022_A_II",-3.806135559082008,1986,6,16
"M_022_A_II",-3.3684448242187273,1986,6,17
