"ID_CIDERH","TEMP_MIN_RBE","Anio","Mes","Dia"
"M_015_A_II",5.953401184082054,1996,4,23
"M_015_A_II",4.505731201171898,1996,4,24
"M_015_A_II",4.405694580078148,1996,4,25
"M_015_A_II",4.741326904296898,1996,4,26
"M_015_A_II",3.0825286865234602,1996,4,27
"M_015_A_II",2.7594848632812727,1996,4,28
"M_015_A_II",4.7576766967773665,1996,4,29
"M_015_A_II",5.8043075561523665,1996,4,30
"M_015_A_II",6.9258285522461165,1996,5,1
"M_015_A_II",6.780671691894554,1996,5,2
"M_015_A_II",4.9157577514648665,1996,5,3
"M_015_A_II",4.3877120971679915,1996,5,4
"M_015_A_II",3.7157684326172102,1996,5,5
"M_015_A_II",3.7763534545898665,1996,5,6
"M_015_A_II",1.5198150634765852,1996,5,7
"M_015_A_II",3.0770050048828352,1996,5,8
"M_015_A_II",2.7380157470703352,1996,5,9
"M_015_A_II",3.922471618652366,1996,5,10
"M_015_A_II",2.7313705444336165,1996,5,11
"M_015_A_II",2.4958282470703352,1996,5,12
"M_015_A_II",2.1966186523437727,1996,5,13
"M_015_A_II",0.133485412597679,1996,5,14
"M_015_A_II",0.2926193237304915,1996,5,15
"M_015_A_II",-0.6378921508788835,1996,5,16
"M_015_A_II",-0.4797348022460708,1996,5,17
"M_015_A_II",-0.07684173583982096,1996,5,18
"M_015_A_II",-1.4127334594726333,1996,5,19
"M_015_A_II",-0.8965667724609148,1996,5,20
"M_015_A_II",-1.198484802246071,1996,5,21
"M_015_A_II",-1.3124526977538835,1996,5,22
"M_015_A_II",-0.46134033203122726,1996,5,23
"M_015_A_II",-0.5420288085937273,1996,5,24
"M_015_A_II",-0.8837951660156023,1996,5,25
"M_015_A_II",0.43706665039064785,1996,5,26
"M_015_A_II",-0.496244812011696,1996,5,27
"M_015_A_II",-0.7549270629882585,1996,5,28
"M_015_A_II",-0.046575927734352374,1996,5,29
"M_015_A_II",-1.2032684326171645,1996,5,30
"M_015_A_II",-2.501799011230446,1996,5,31
"M_015_A_II",-2.6421112060546648,1996,6,1
"M_015_A_II",-1.4040969848632585,1996,6,2
"M_015_A_II",-1.994322204589821,1996,6,3
"M_015_A_II",-1.302122497558571,1996,6,4
"M_015_A_II",-0.14189758300778982,1996,6,5
"M_015_A_II",0.5799423217773665,1996,6,6
"M_015_A_II",-0.5557388305663834,1996,6,7
"M_015_A_II",0.09927520751955399,1996,6,8
"M_015_A_II",2.7756439208984602,1996,6,9
"M_015_A_II",1.3401580810547102,1996,6,10
"M_015_A_II",0.23392639160158518,1996,6,11
"M_015_A_II",-0.3013366699218523,1996,6,12
"M_015_A_II",-0.7954238891601335,1996,6,13
"M_015_A_II",-1.3755020141601335,1996,6,14
"M_015_A_II",-1.156584167480446,1996,6,15
"M_015_A_II",-0.5023864746093523,1996,6,16
"M_015_A_II",-1.2423309326171648,1996,6,17
"M_015_A_II",-0.23235168457028976,1996,6,18
"M_015_A_II",2.9653793334961165,1996,6,19
"M_015_A_II",2.2768722534179915,1996,6,20
"M_015_A_II",1.3757492065429915,1996,6,21
"M_015_A_II",1.192201232910179,1996,6,22
"M_015_A_II",0.014276123046897737,1996,6,23
"M_015_A_II",1.1749053955078352,1996,6,24
"M_015_A_II",0.8857971191406477,1996,6,25
"M_015_A_II",-2.1347488403320085,1996,6,26
"M_015_A_II",-3.4384597778320085,1996,6,27
"M_015_A_II",-4.0480789184570085,1996,6,28
"M_015_A_II",-4.239103698730446,1996,6,29
"M_015_A_II",-2.510527038574196,1996,6,30
"M_015_A_II",-2.064497375488258,1996,7,1
"M_015_A_II",0.483338928222679,1996,7,2
"M_015_A_II",-2.7204116821288835,1996,7,3
"M_015_A_II",-4.151083374023415,1996,7,4
"M_015_A_II",-0.7283691406249773,1996,7,5
"M_015_A_II",-1.745268249511696,1996,7,6
"M_015_A_II",-1.0990203857421648,1996,7,7
"M_015_A_II",-3.0968536376952893,1996,7,8
"M_015_A_II",-4.114164733886696,1996,7,9
"M_015_A_II",-3.2626403808593523,1996,7,10
"M_015_A_II",-2.3282836914062273,1996,7,11
"M_015_A_II",-0.5194305419921648,1996,7,12
"M_015_A_II",-0.3121170043945084,1996,7,13
"M_015_A_II",-0.7418121337890397,1996,7,14
"M_015_A_II",-0.5351318359374773,1996,7,15
"M_015_A_II",0.5316406250000227,1996,7,16
"M_015_A_II",0.2010513305664291,1996,7,17
"M_015_A_II",0.9267135620117414,1996,7,18
"M_015_A_II",1.7072235107422102,1996,7,19
"M_015_A_II",3.5217681884765852,1996,7,20
"M_015_A_II",4.436585998535179,1996,7,21
"M_015_A_II",2.0792327880859602,1996,7,22
"M_015_A_II",0.8823486328125227,1996,7,23
"M_015_A_II",0.44690856933596035,1996,7,24
"M_015_A_II",-0.44109191894528976,1996,7,25
"M_015_A_II",-2.150022888183571,1996,7,26
"M_015_A_II",-2.6219390869140398,1996,7,27
"M_015_A_II",0.04192504882814774,1996,7,28
"M_015_A_II",-0.45978393554685226,1996,7,29
"M_015_A_II",0.180970764160179,1996,7,30
"M_015_A_II",-0.014761352539039763,1996,7,31
"M_015_A_II",0.6450057983398665,1996,8,1
"M_015_A_II",0.6443038940429915,1996,8,2
"M_015_A_II",2.551148986816429,1996,8,3
"M_015_A_II",1.4658294677734602,1996,8,4
"M_015_A_II",0.8687988281250227,1996,8,5
"M_015_A_II",0.30440673828127274,1996,8,6
"M_015_A_II",0.631013488769554,1996,8,7
"M_015_A_II",1.3221527099609602,1996,8,8
"M_015_A_II",1.036012268066429,1996,8,9
"M_015_A_II",1.0842758178711165,1996,8,10
"M_015_A_II",1.4104476928711165,1996,8,11
"M_015_A_II",2.6116806030273665,1996,8,12
"M_015_A_II",1.2813964843750227,1996,8,13
"M_015_A_II",1.9563766479492415,1996,8,14
"M_015_A_II",3.1166549682617415,1996,8,15
