"ID_CIDERH","PP_RBE","Anio","Mes","Dia"
"M_030_A_XV",1.6803928166627884,1982,9,8
"M_030_A_XV",0.4177414458245039,1982,9,9
"M_030_A_XV",0,1982,9,10
"M_030_A_XV",0,1982,9,11
"M_030_A_XV",0,1982,9,12
"M_030_A_XV",0,1982,9,13
"M_030_A_XV",0,1982,9,14
"M_030_A_XV",0,1982,9,15
"M_030_A_XV",0.007505237124860287,1982,9,16
"M_030_A_XV",0,1982,9,17
"M_030_A_XV",0.3551541268825531,1982,9,18
"M_030_A_XV",0.024573026224970818,1982,9,19
"M_030_A_XV",0.10321914404630661,1982,9,20
"M_030_A_XV",4.289276212453842,1982,9,21
"M_030_A_XV",11.57911828160286,1982,9,22
"M_030_A_XV",9.402372002601624,1982,9,23
"M_030_A_XV",8.484176874160767,1982,9,24
"M_030_A_XV",17.788491547107697,1982,9,25
"M_030_A_XV",4.522810786962509,1982,9,26
"M_030_A_XV",0,1982,9,27
"M_030_A_XV",0.4534462094306946,1982,9,28
"M_030_A_XV",3.0274196565151215,1982,9,29
"M_030_A_XV",4.26130348443985,1982,9,30
"M_030_A_XV",0.024573026224970818,1982,10,1
"M_030_A_XV",0,1982,10,2
"M_030_A_XV",0,1982,10,3
"M_030_A_XV",0,1982,10,4
"M_030_A_XV",0.5396080017089844,1982,10,5
"M_030_A_XV",1.400499263778329,1982,10,6
"M_030_A_XV",0,1982,10,7
"M_030_A_XV",0,1982,10,8
"M_030_A_XV",1.811540149152279,1982,10,9
"M_030_A_XV",1.7611521035432816,1982,10,10
"M_030_A_XV",0.2629313971847296,1982,10,11
"M_030_A_XV",0,1982,10,12
"M_030_A_XV",2.5001025293022394,1982,10,13
"M_030_A_XV",0.5491541996598244,1982,10,14
"M_030_A_XV",3.9968091025948524,1982,10,15
"M_030_A_XV",4.860012987628579,1982,10,16
"M_030_A_XV",0.7803056091070175,1982,10,17
"M_030_A_XV",3.8125051222741604,1982,10,18
"M_030_A_XV",4.0429429560899734,1982,10,19
"M_030_A_XV",3.68661455065012,1982,10,20
"M_030_A_XV",2.099422849714756,1982,10,21
"M_030_A_XV",0.22036969661712646,1982,10,22
"M_030_A_XV",0.39085885882377625,1982,10,23
"M_030_A_XV",7.955889284610748,1982,10,24
"M_030_A_XV",5.772996544837952,1982,10,25
"M_030_A_XV",1.3159040305763483,1982,10,26
"M_030_A_XV",1.8940549120306969,1982,10,27
"M_030_A_XV",1.412771850824356,1982,10,28
"M_030_A_XV",4.39932918921113,1982,10,29
"M_030_A_XV",0.19477469101548195,1982,10,30
"M_030_A_XV",0,1982,10,31
"M_030_A_XV",7.402169838547707,1982,11,1
"M_030_A_XV",6.689910344779491,1982,11,2
"M_030_A_XV",4.1146649941802025,1982,11,3
"M_030_A_XV",1.210925584193319,1982,11,4
"M_030_A_XV",0,1982,11,5
"M_030_A_XV",0.014743815176188946,1982,11,6
"M_030_A_XV",0.11016742140054703,1982,11,7
"M_030_A_XV",1.8621922135353088,1982,11,8
"M_030_A_XV",9.714441567659378,1982,11,9
"M_030_A_XV",2.1507868841290474,1982,11,10
"M_030_A_XV",0.20460156351327896,1982,11,11
"M_030_A_XV",2.646931290626526,1982,11,12
"M_030_A_XV",3.272250458598137,1982,11,13
"M_030_A_XV",3.7380008697509766,1982,11,14
"M_030_A_XV",4.515434682369232,1982,11,15
"M_030_A_XV",8.610434977337718,1982,11,16
"M_030_A_XV",3.975752765312791,1982,11,17
"M_030_A_XV",1.7118012830615044,1982,11,18
"M_030_A_XV",1.7737292647361755,1982,11,19
"M_030_A_XV",12.042314268648624,1982,11,20
"M_030_A_XV",8.659528613090515,1982,11,21
"M_030_A_XV",0.9806941449642181,1982,11,22
"M_030_A_XV",2.0256606116890907,1982,11,23
"M_030_A_XV",0.09295424818992615,1982,11,24
"M_030_A_XV",0.07244930835440755,1982,11,25
"M_030_A_XV",0.0265248310752213,1982,11,26
"M_030_A_XV",0,1982,11,27
"M_030_A_XV",0.14661575853824615,1982,11,28
"M_030_A_XV",4.2020463440567255,1982,11,29
"M_030_A_XV",6.195201376453042,1982,11,30
"M_030_A_XV",3.302630386315286,1982,12,1
"M_030_A_XV",3.434427499771118,1982,12,2
"M_030_A_XV",2.3074096464551985,1982,12,3
"M_030_A_XV",5.6437360644340515,1982,12,4
"M_030_A_XV",9.509328961372375,1982,12,5
"M_030_A_XV",6.335540384054184,1982,12,6
"M_030_A_XV",0.5063189398497343,1982,12,7
"M_030_A_XV",2.740699839312583,1982,12,8
"M_030_A_XV",6.338517427444458,1982,12,9
"M_030_A_XV",0.24633990740403533,1982,12,10
"M_030_A_XV",0.4593793200328946,1982,12,11
"M_030_A_XV",0,1982,12,12
"M_030_A_XV",0,1982,12,13
"M_030_A_XV",0,1982,12,14
"M_030_A_XV",0.872160941362381,1982,12,15
"M_030_A_XV",0,1982,12,16
"M_030_A_XV",0.5507112145423889,1982,12,17
"M_030_A_XV",5.476945087313652,1982,12,18
"M_030_A_XV",4.303566642105579,1982,12,19
"M_030_A_XV",3.9703212678432465,1982,12,20
"M_030_A_XV",7.778068482875824,1982,12,21
"M_030_A_XV",1.7888442259281874,1982,12,22
"M_030_A_XV",0.3397898003458977,1982,12,23
"M_030_A_XV",4.376856029033661,1982,12,24
"M_030_A_XV",11.511100888252258,1982,12,25
"M_030_A_XV",0.30369848012924194,1982,12,26
"M_030_A_XV",0.024573026224970818,1982,12,27
"M_030_A_XV",0.00904166605323553,1982,12,28
"M_030_A_XV",0.05471191555261612,1982,12,29
"M_030_A_XV",0.4215012714266777,1982,12,30
"M_030_A_XV",1.9998095035552979,1982,12,31
"M_030_A_XV",4.434629142284393,1983,1,1
"M_030_A_XV",5.169019728899002,1983,1,2
"M_030_A_XV",1.3827319275587797,1983,1,3
"M_030_A_XV",5.686612526420504,1983,1,4
"M_030_A_XV",5.9335016598924994,1983,1,5
"M_030_A_XV",2.699343353509903,1983,1,6
"M_030_A_XV",11.376639246940613,1983,1,7
"M_030_A_XV",8.210866093635559,1983,1,8
"M_030_A_XV",13.291248440742493,1983,1,9
"M_030_A_XV",1.7478377968072891,1983,1,10
"M_030_A_XV",3.2575797215104103,1983,1,11
"M_030_A_XV",3.527188425883651,1983,1,12
"M_030_A_XV",6.605599910020828,1983,1,13
"M_030_A_XV",6.550843566656113,1983,1,14
"M_030_A_XV",9.279712846502662,1983,1,15
"M_030_A_XV",8.308988213539124,1983,1,16
"M_030_A_XV",3.687055326998234,1983,1,17
"M_030_A_XV",0.05897526256740093,1983,1,18
"M_030_A_XV",0.004491347819566727,1983,1,19
"M_030_A_XV",0.9419779181480408,1983,1,20
"M_030_A_XV",3.272967353463173,1983,1,21
"M_030_A_XV",5.445753902196884,1983,1,22
"M_030_A_XV",4.344479501247406,1983,1,23
"M_030_A_XV",0.737422376871109,1983,1,24
"M_030_A_XV",1.5387920401990414,1983,1,25
"M_030_A_XV",2.7243672981858253,1983,1,26
"M_030_A_XV",4.52285897731781,1983,1,27
"M_030_A_XV",0.0030138888396322727,1983,1,28
"M_030_A_XV",0,1983,1,29
"M_030_A_XV",0,1983,1,30
"M_030_A_XV",4.82322883605957,1983,1,31
"M_030_A_XV",12.887039363384247,1983,2,1
"M_030_A_XV",4.143353253602982,1983,2,2
"M_030_A_XV",13.059928178787231,1983,2,3
"M_030_A_XV",15.059940874576569,1983,2,4
"M_030_A_XV",19.019921481609344,1983,2,5
"M_030_A_XV",5.33909946680069,1983,2,6
"M_030_A_XV",2.9253134727478027,1983,2,7
"M_030_A_XV",15.54690632224083,1983,2,8
"M_030_A_XV",23.520903170108795,1983,2,9
"M_030_A_XV",10.993474811315536,1983,2,10
"M_030_A_XV",12.83003044128418,1983,2,11
"M_030_A_XV",1.715820074081421,1983,2,12
"M_030_A_XV",1.221193939447403,1983,2,13
"M_030_A_XV",0,1983,2,14
"M_030_A_XV",0,1983,2,15
"M_030_A_XV",5.565548896789551,1983,2,16
"M_030_A_XV",10.318628281354904,1983,2,17
"M_030_A_XV",10.070302695035934,1983,2,18
"M_030_A_XV",14.153681755065918,1983,2,19
"M_030_A_XV",0.4325040727853775,1983,2,20
"M_030_A_XV",1.6412249356508255,1983,2,21
"M_030_A_XV",2.170993059873581,1983,2,22
"M_030_A_XV",2.389610469341278,1983,2,23
"M_030_A_XV",0.3856000155210495,1983,2,24
"M_030_A_XV",0.2975335940718651,1983,2,25
"M_030_A_XV",0.4450342506170273,1983,2,26
"M_030_A_XV",1.4533609598875046,1983,2,27
"M_030_A_XV",4.447540760040283,1983,2,28
