ID_CIDERH,TEMP_MAX_RBE,Anio,Mes,Dia
M_017_A_II,16.704682922363304,1993,1,1
M_017_A_II,16.886888122558616,1993,1,2
M_017_A_II,16.67603454589846,1993,1,3
M_017_A_II,16.82454071044924,1993,1,4
M_017_A_II,15.862031555175804,1993,1,5
M_017_A_II,14.994508361816427,1993,1,6
M_017_A_II,14.162866210937525,1993,1,7
M_017_A_II,12.723687744140648,1993,1,8
M_017_A_II,12.663499450683616,1993,1,9
M_017_A_II,13.711763000488304,1993,1,10
M_017_A_II,12.748040771484398,1993,1,11
M_017_A_II,13.041406250000025,1993,1,12
M_017_A_II,12.755754089355491,1993,1,13
M_017_A_II,14.052636718750025,1993,1,14
M_017_A_II,14.090928649902366,1993,1,15
M_017_A_II,13.05879364013674,1993,1,16
M_017_A_II,15.72382507324221,1993,1,17
M_017_A_II,15.873803710937525,1993,1,18
M_017_A_II,15.188989257812525,1993,1,19
M_017_A_II,13.165666198730491,1993,1,20
M_017_A_II,14.628190612792991,1993,1,21
M_017_A_II,15.442376708984398,1993,1,22
M_017_A_II,15.842126464843773,1993,1,23
M_017_A_II,16.88020477294924,1993,1,24
M_017_A_II,15.70136413574221,1993,1,25
M_017_A_II,16.148362731933616,1993,1,26
M_017_A_II,15.871484375000025,1993,1,27
M_017_A_II,15.809869384765648,1993,1,28
M_017_A_II,17.167626953125023,1993,1,29
M_017_A_II,16.91066131591799,1993,1,30
M_017_A_II,17.191270446777366,1993,1,31
M_017_A_II,17.801019287109398,1993,2,1
M_017_A_II,17.413247680664085,1993,2,2
M_017_A_II,16.43530426025393,1993,2,3
M_017_A_II,15.153245544433616,1993,2,4
M_017_A_II,13.90240631103518,1993,2,5
M_017_A_II,13.842057800292991,1993,2,6
M_017_A_II,13.58063659667971,1993,2,7
M_017_A_II,12.324449157714866,1993,2,8
M_017_A_II,13.87481842041018,1993,2,9
M_017_A_II,14.35846099853518,1993,2,10
M_017_A_II,14.28058013916018,1993,2,11
M_017_A_II,14.057344055175804,1993,2,12
M_017_A_II,14.14496765136721,1993,2,13
M_017_A_II,14.672380065917991,1993,2,14
M_017_A_II,14.230065917968773,1993,2,15
M_017_A_II,14.106561279296898,1993,2,16
M_017_A_II,13.465913391113304,1993,2,17
M_017_A_II,13.182618713378927,1993,2,18
M_017_A_II,13.615777587890648,1993,2,19
M_017_A_II,14.077165222167991,1993,2,20
M_017_A_II,14.83795318603518,1993,2,21
M_017_A_II,15.430635070800804,1993,2,22
M_017_A_II,15.24995574951174,1993,2,23
M_017_A_II,13.715844726562525,1993,2,24
M_017_A_II,13.34034118652346,1993,2,25
M_017_A_II,13.756204223632835,1993,2,26
M_017_A_II,14.11951599121096,1993,2,27
M_017_A_II,14.26216278076174,1993,2,28
M_017_A_II,14.27557525634768,1993,3,1
M_017_A_II,14.005830383300804,1993,3,2
M_017_A_II,13.312738037109398,1993,3,3
M_017_A_II,12.493043518066427,1993,3,4
M_017_A_II,13.453477478027366,1993,3,5
M_017_A_II,13.855371093750025,1993,3,6
M_017_A_II,14.31781158447268,1993,3,7
M_017_A_II,15.05951843261721,1993,3,8
M_017_A_II,15.451043701171898,1993,3,9
M_017_A_II,16.37054595947268,1993,3,10
M_017_A_II,16.859109497070335,1993,3,11
M_017_A_II,17.684625244140648,1993,3,12
M_017_A_II,19.09430847167971,1993,3,13
M_017_A_II,17.58522186279299,1993,3,14
M_017_A_II,16.124253845214866,1993,3,15
M_017_A_II,16.047479248046898,1993,3,16
M_017_A_II,15.779405212402366,1993,3,17
M_017_A_II,15.70210418701174,1993,3,18
M_017_A_II,15.603242492675804,1993,3,19
M_017_A_II,15.044404602050804,1993,3,20
M_017_A_II,13.98944244384768,1993,3,21
M_017_A_II,14.793214416503927,1993,3,22
M_017_A_II,14.503938293457054,1993,3,23
M_017_A_II,13.926492309570335,1993,3,24
M_017_A_II,12.29109344482424,1993,3,25
M_017_A_II,13.649797058105491,1993,3,26
M_017_A_II,11.638200378417991,1993,3,27
M_017_A_II,11.93079528808596,1993,3,28
M_017_A_II,13.03309020996096,1993,3,29
M_017_A_II,12.899011230468773,1993,3,30
M_017_A_II,12.76654205322268,1993,3,31
M_017_A_II,13.297418212890648,1993,4,1
M_017_A_II,13.008805847167991,1993,4,2
M_017_A_II,13.809739685058616,1993,4,3
