Technique,File,Spearman,Kendall
Hot_Deck,PP_imputado_Hot_Deck_2.csv,0.43609715943813526,0.5140386797078254
Hot_Deck,PP_imputado_Hot_Deck_3.csv,0.4209033205845868,0.4593525712227975
Hot_Deck,PP_imputado_Hot_Deck_4.csv,0.527060352767425,0.5249743671117686
Hot_Deck,PP_imputado_Hot_Deck_5.csv,0.41860537809722137,0.4091939676412506
Hot_Deck,PP_imputado_Hot_Deck_6.csv,0.2733877161825605,0.2771609312622936
Hot_Deck,PP_imputado_Hot_Deck_7.csv,0.278177188650706,0.25332019855244947
Hot_Deck,PP_imputado_Hot_Deck_8.csv,0.13436245320310009,0.1260437447704703
Hot_Deck,PP_imputado_Hot_Deck_9.csv,0.12884070855091792,0.10503645397539192
Hot_Deck,PP_imputado_Hot_Deck_10.csv,0.1287254148288998,0.10453025125088636
Hot_Deck,PP_imputado_Hot_Deck_11.csv,0.152631563297124,0.10453025125088636
Hot_Deck,PP_imputado_Hot_Deck_12.csv,0.152631563297124,0.10453025125088636
Hot_Deck,PP_imputado_Hot_Deck_13.csv,-0.10105105219580088,-0.06241877839323593
Hot_Deck,PP_imputado_Hot_Deck_14.csv,-0.31601419959414095,-0.18725633517970777
Hot_Deck,PP_imputado_Hot_Deck_15.csv,-0.31601419959414095,-0.18725633517970777
IDW,PP_imputado_IDW_2.csv,0.9830983378713136,0.9386793281621157
IDW,PP_imputado_IDW_3.csv,0.9572756937189274,0.8968312104826046
IDW,PP_imputado_IDW_4.csv,0.8362194289490241,0.743713686741672
IDW,PP_imputado_IDW_5.csv,0.833506283821901,0.7322418368317116
IDW,PP_imputado_IDW_6.csv,0.6853165047549322,0.5756419341601482
IDW,PP_imputado_IDW_7.csv,0.6889951559957884,0.5699704467430112
IDW,PP_imputado_IDW_8.csv,0.5595367914211291,0.44115310669664604
IDW,PP_imputado_IDW_9.csv,0.5595367914211291,0.44115310669664604
IDW,PP_imputado_IDW_10.csv,0.5112237903204877,0.3972149547533681
IDW,PP_imputado_IDW_11.csv,0.5130627248180434,0.3972149547533681
IDW,PP_imputado_IDW_12.csv,0.37698157199892074,0.27177865325230455
IDW,PP_imputado_IDW_13.csv,0.14330876493222672,0.0832250378576479
IDW,PP_imputado_IDW_14.csv,-0.06797979874990241,-0.06241877839323593
IDW,PP_imputado_IDW_15.csv,-0.3803194146278324,-0.2704813730373557
KNN,PP_imputado_KNN_2.csv,0.41917959721855247,0.49168917189444167
KNN,PP_imputado_KNN_3.csv,0.4153161083644374,0.48122650318578786
KNN,PP_imputado_KNN_4.csv,0.5028490998134444,0.5249743671117686
KNN,PP_imputado_KNN_5.csv,0.3945263076756998,0.4091939676412506
KNN,PP_imputado_KNN_6.csv,0.24937393030165997,0.2771609312622936
KNN,PP_imputado_KNN_7.csv,0.2726504895384404,0.2744302150984869
KNN,PP_imputado_KNN_8.csv,0.12884070855091792,0.1470510355655487
KNN,PP_imputado_KNN_9.csv,0.1233189638987357,0.1260437447704703
KNN,PP_imputado_KNN_10.csv,0.12320861133623263,0.12543630150106364
KNN,PP_imputado_KNN_11.csv,0.11401393884845407,0.10453025125088636
KNN,PP_imputado_KNN_12.csv,0.11401393884845407,0.10453025125088636
KNN,PP_imputado_KNN_13.csv,-0.08267813361474617,-0.020806259464411975
KNN,PP_imputado_KNN_14.csv,-0.25170898456044943,-0.12483755678647186
KNN,PP_imputado_KNN_15.csv,-0.28478023800634794,-0.18725633517970777
Razon_Normal,PP_imputado_Razon_Normal_2.csv,0.5376025327556323,0.5587376953345927
Razon_Normal,PP_imputado_Razon_Normal_3.csv,0.5605836260883214,0.5905961630007396
Razon_Normal,PP_imputado_Razon_Normal_4.csv,0.7393744171331015,0.7218397547786818
Razon_Normal,PP_imputado_Razon_Normal_5.csv,0.6260558309595612,0.5599496399301325
Razon_Normal,PP_imputado_Razon_Normal_6.csv,0.23829064451047505,0.2345207879911715
Razon_Normal,PP_imputado_Razon_Normal_7.csv,0.18606553677961132,0.16888013236829963
Razon_Normal,PP_imputado_Razon_Normal_8.csv,0.20982629678292342,0.21007290795078384
Razon_Normal,PP_imputado_Razon_Normal_9.csv,0.7362326202909594,0.6512260146474299
Razon_Normal,PP_imputado_Razon_Normal_10.csv,0.21883320520912963,0.10453025125088636
Razon_Normal,PP_imputado_Razon_Normal_11.csv,-0.18941025324823824,-0.12543630150106364
Razon_Normal,PP_imputado_Razon_Normal_12.csv,-0.3346860785551394,-0.27177865325230455
Razon_Normal,PP_imputado_Razon_Normal_13.csv,0.05328146388505864,0.0
Razon_Normal,PP_imputado_Razon_Normal_14.csv,-0.30682774030361354,-0.20806259464411977
Razon_Normal,PP_imputado_Razon_Normal_15.csv,0.5511875574316412,0.4369314487526515
WKNNI,PP_imputado_WKNNI_2.csv,0.41917959721855247,0.49168917189444167
WKNNI,PP_imputado_WKNNI_3.csv,0.38738004726369046,0.4374786392598072
WKNNI,PP_imputado_WKNNI_4.csv,0.4935370794465287,0.5031004351487782
WKNNI,PP_imputado_WKNNI_5.csv,0.3852651267443453,0.3876574430285532
WKNNI,PP_imputado_WKNNI_6.csv,0.24013785880900587,0.25584085962673253
WKNNI,PP_imputado_WKNNI_7.csv,0.2634393243513309,0.25332019855244947
WKNNI,PP_imputado_WKNNI_8.csv,0.11963780079728088,0.1260437447704703
WKNNI,PP_imputado_WKNNI_9.csv,0.11411605614509869,0.10503645397539192
WKNNI,PP_imputado_WKNNI_10.csv,0.11401393884845407,0.10453025125088636
WKNNI,PP_imputado_WKNNI_11.csv,0.13792008731667832,0.10453025125088636
